text,label,is_augmented
What are my options for treating neurological consequences of cytomegalovirus infection?,treatment,conversational
What can be done for catsper1-related nonsyndromic male infertility?,treatment,conversational
How do I treat hereditary sensory neuropathy type ia?,treatment,conversational
What can be done for auriculo-condylar syndrome?,treatment,conversational
What can be done for hyperferritinemia-cataract syndrome?,treatment,conversational
What medications help with parasites - cysticercosis?,treatment,conversational
How do doctors treat what i need to know about hepatitis b?,treatment,conversational
What is the best treatment for hemophilia?,treatment,conversational
How do I treat adult primary liver cancer?,treatment,conversational
What medications help with critical congenital heart disease?,treatment,conversational
How do I treat childhood liver cancer?,treatment,conversational
"What are my options for treating ohdo syndrome, maat-kievit-brunner type?",treatment,conversational
How is atypical hemolytic-uremic syndrome treated?,treatment,conversational
How do doctors treat isovaleric acidemia?,treatment,conversational
What medications help with dystrophic epidermolysis bullosa?,treatment,conversational
What can be done for beta-ureidopropionase deficiency?,treatment,conversational
How can I treat nager syndrome?,treatment,conversational
What medications help with dominant dystrophic epidermolysis bullosa?,treatment,conversational
How can I treat tylosis with esophageal cancer?,treatment,conversational
What can be done for occipital neuralgia?,treatment,conversational
How is juvenile paget disease treated?,treatment,conversational
How do doctors treat takayasu arteritis?,treatment,conversational
"What is the best treatment for x-linked intellectual disability, siderius type?",treatment,conversational
What medications help with gardner syndrome?,treatment,conversational
What can be done for menkes syndrome?,treatment,conversational
What medications help with cranioectodermal dysplasia?,treatment,conversational
What are my options for treating baylisascaris infection?,treatment,conversational
How is dermatomyositis treated?,treatment,conversational
What are my options for treating coronary heart disease?,treatment,conversational
How do I treat loin pain hematuria syndrome?,treatment,conversational
How do doctors treat alg12-congenital disorder of glycosylation?,treatment,conversational
How do I treat asperger syndrome?,treatment,conversational
What medications help with nocardiosis?,treatment,conversational
How do doctors treat hypersomnia?,treatment,conversational
How is parasites - ascariasis treated?,treatment,conversational
How is autosomal recessive congenital methemoglobinemia treated?,treatment,conversational
What can be done for whipple's disease?,treatment,conversational
What medications help with lichen planus pigmentosus?,treatment,conversational
How do I treat ataxia-telangiectasia?,treatment,conversational
What are my options for treating 1q21.1 microdeletion?,treatment,conversational
What is the best treatment for familial isolated hyperparathyroidism?,treatment,conversational
How can I treat myelomeningocele?,treatment,conversational
What is the best treatment for geographic tongue?,treatment,conversational
How do I treat kawasaki disease?,treatment,conversational
How do I treat spondyloepiphyseal dysplasia congenita?,treatment,conversational
How is iron-refractory iron deficiency anemia treated?,treatment,conversational
What is the best treatment for aniridia?,treatment,conversational
How is polyarteritis nodosa treated?,treatment,conversational
How is hutchinson-gilford progeria syndrome treated?,treatment,conversational
What are my options for treating tetra-amelia syndrome?,treatment,conversational
How do doctors treat parasites - toxoplasmosis (toxoplasma infection)?,treatment,conversational
How can I treat lujan syndrome?,treatment,conversational
What is the best treatment for 2009 h1n1 flu?,treatment,conversational
How do doctors treat adenosine monophosphate deaminase deficiency?,treatment,conversational
What can be done for lennox-gastaut syndrome?,treatment,conversational
What is the best treatment for pfeiffer syndrome?,treatment,conversational
How do doctors treat cerulean cataract?,treatment,conversational
How is what i need to know about kidney failure and how its treated treated?,treatment,conversational
How do I treat phenylketonuria?,treatment,conversational
What are my options for treating axenfeld-rieger syndrome type 1?,treatment,conversational
How can I treat myoclonic epilepsy myopathy sensory ataxia?,treatment,conversational
How do doctors treat mal de debarquement?,treatment,conversational
How do I treat autosomal recessive hyper-ige syndrome?,treatment,conversational
What is the best treatment for distal arthrogryposis type 1?,treatment,conversational
How do doctors treat prolactinoma?,treatment,conversational
What medications help with neurodegeneration with brain iron accumulation?,treatment,conversational
How do I treat eales disease?,treatment,conversational
What can be done for autosomal recessive cerebellar ataxia type 1?,treatment,conversational
How do I treat microcephalic osteodysplastic primordial dwarfism type ii?,treatment,conversational
How can I treat gardner-diamond syndrome?,treatment,conversational
What can be done for mccune albright syndrome?,treatment,conversational
What are my options for treating mntriers disease?,treatment,conversational
How can I treat cardiofaciocutaneous syndrome?,treatment,conversational
What is the best treatment for thanatophoric dysplasia?,treatment,conversational
What can be done for osteoporosis?,treatment,conversational
How do doctors treat coats plus syndrome?,treatment,conversational
What medications help with whipple disease?,treatment,conversational
How can I treat chondrocalcinosis 2?,treatment,conversational
"What medications help with 48,xxyy syndrome?",treatment,conversational
What is the best treatment for hairy cell leukemia?,treatment,conversational
What is the best treatment for squamous cell carcinoma?,treatment,conversational
What are my options for treating indigestion?,treatment,conversational
What is the best treatment for emery-dreifuss muscular dystrophy?,treatment,conversational
How do I treat congenital adrenal hyperplasia?,treatment,conversational
How do I treat childhood brain stem glioma?,treatment,conversational
What are my options for treating primary ciliary dyskinesia?,treatment,conversational
How do I treat neuronal migration disorders?,treatment,conversational
How do doctors treat acral peeling skin syndrome?,treatment,conversational
How is dry mouth treated?,treatment,conversational
What medications help with muenke syndrome?,treatment,conversational
What medications help with atrial fibrillation?,treatment,conversational
How do doctors treat alg6-congenital disorder of glycosylation?,treatment,conversational
How is noonan syndrome 2 treated?,treatment,conversational
What can be done for lujo hemorrhagic fever (luhf)?,treatment,conversational
What are my options for treating huntington disease-like syndrome?,treatment,conversational
What are my options for treating stve-wiedemann syndrome?,treatment,conversational
What is the best treatment for tubular aggregate myopathy?,treatment,conversational
What medications help with alzheimer's disease?,treatment,conversational
What medications help with parasites - toxocariasis (also known as roundworm infection)?,treatment,conversational
What is the best treatment for paget's disease of bone?,treatment,conversational
What can be done for pulmonary hypertension?,treatment,conversational
How can I treat guillain-barr syndrome?,treatment,conversational
What medications help with knee replacement?,treatment,conversational
What medications help with jervell and lange-nielsen syndrome?,treatment,conversational
How can I treat spastic paraplegia type 31?,treatment,conversational
What is the best treatment for perineal injury in males?,treatment,conversational
How can I treat x-linked creatine deficiency?,treatment,conversational
What medications help with chordoma?,treatment,conversational
What is the best treatment for transverse myelitis?,treatment,conversational
How can I treat ectopic kidney?,treatment,conversational
What can be done for osteopetrosis?,treatment,conversational
What is the best treatment for myotonia congenita?,treatment,conversational
What medications help with juvenile batten disease?,treatment,conversational
How do doctors treat allan-herndon-dudley syndrome?,treatment,conversational
What are my options for treating diabetic kidney disease?,treatment,conversational
What medications help with glutamate formiminotransferase deficiency?,treatment,conversational
How do I treat gyrate atrophy of the choroid and retina?,treatment,conversational
What are my options for treating binswanger's disease?,treatment,conversational
What medications help with polymicrogyria?,treatment,conversational
What are my options for treating beta-mannosidosis?,treatment,conversational
How is wernicke-korsakoff syndrome treated?,treatment,conversational
What medications help with cerebral cavernous malformation?,treatment,conversational
What is the best treatment for familial male-limited precocious puberty?,treatment,conversational
What is the best treatment for sudden cardiac arrest?,treatment,conversational
How is erythrokeratodermia variabilis et progressiva treated?,treatment,conversational
What can be done for northern epilepsy?,treatment,conversational
How is microscopic polyangiitis treated?,treatment,conversational
How is trigeminal neuralgia treated?,treatment,conversational
What are my options for treating activated pi3k-delta syndrome?,treatment,conversational
How can I treat klebsiella infection?,treatment,conversational
What is the best treatment for periventricular heterotopia?,treatment,conversational
How can I treat depression?,treatment,conversational
How is glut1 deficiency syndrome treated?,treatment,conversational
What can be done for progressive hemifacial atrophy?,treatment,conversational
What is the best treatment for complex regional pain syndrome?,treatment,conversational
What medications help with multiple epiphyseal dysplasia?,treatment,conversational
What medications help with zellweger spectrum disorder?,treatment,conversational
What medications help with aicardi-goutieres syndrome disorder?,treatment,conversational
What are my options for treating congenital bilateral absence of the vas deferens?,treatment,conversational
How do I treat cyclic vomiting syndrome?,treatment,conversational
How is juvenile huntington disease treated?,treatment,conversational
How do I treat oral-facial-digital syndrome?,treatment,conversational
How do doctors treat episodic ataxia?,treatment,conversational
What are my options for treating spinocerebellar ataxia type 1?,treatment,conversational
What medications help with mandibuloacral dysplasia?,treatment,conversational
What is the best treatment for accessory navicular bone?,treatment,conversational
What are my options for treating periventricular leukomalacia?,treatment,conversational
What tests detect anemia?,diagnosis,conversational
How is urethral cancer diagnosed?,diagnosis,conversational
How is metastatic squamous neck cancer with occult primary diagnosed?,diagnosis,conversational
What tests detect primary familial brain calcification?,diagnosis,conversational
How is asbestos-related lung diseases diagnosed?,diagnosis,conversational
How is pericarditis diagnosed?,diagnosis,conversational
What tests are needed to diagnose childhood central nervous system embryonal tumors?,diagnosis,conversational
What tests are needed to diagnose parasites - babesiosis?,diagnosis,conversational
How can I find out if I have long qt syndrome?,diagnosis,conversational
How can I find out if I have poland syndrome?,diagnosis,conversational
How can I find out if I have shingles?,diagnosis,conversational
What tests are needed to diagnose laryngeal cancer?,diagnosis,conversational
How can I find out if I have froelich syndrome?,diagnosis,conversational
How is cone dystrophy diagnosed?,diagnosis,conversational
What tests are needed to diagnose pernicious anemia?,diagnosis,conversational
How can I find out if I have esthesioneuroblastoma?,diagnosis,conversational
How is coronary microvascular disease diagnosed?,diagnosis,conversational
How can I find out if I have ehlers-danlos syndrome?,diagnosis,conversational
How do doctors test for atypical hemolytic uremic syndrome?,diagnosis,conversational
How can I find out if I have alzheimer's caregiving?,diagnosis,conversational
How do doctors test for bronchiectasis?,diagnosis,conversational
How can I find out if I have mineral and bone disorder in chronic kidney disease?,diagnosis,conversational
What tests detect familial isolated hyperparathyroidism?,diagnosis,conversational
How can I find out if I have primary hyperparathyroidism?,diagnosis,conversational
What tests are needed to diagnose warthin tumor?,diagnosis,conversational
What tests are needed to diagnose transitional cell cancer of the renal pelvis and ureter?,diagnosis,conversational
How do doctors test for situs inversus?,diagnosis,conversational
What tests are needed to diagnose pyruvate dehydrogenase deficiency?,diagnosis,conversational
How is alagille syndrome diagnosed?,diagnosis,conversational
What tests detect short bowel syndrome?,diagnosis,conversational
What tests detect frontal fibrosing alopecia?,diagnosis,conversational
How is eosinophilic enteropathy diagnosed?,diagnosis,conversational
How do doctors test for hailey-hailey disease?,diagnosis,conversational
How is peripheral arterial disease (p.a.d.) diagnosed?,diagnosis,conversational
How is basilar migraine diagnosed?,diagnosis,conversational
What tests detect thalassemia?,diagnosis,conversational
How can I find out if I have gm1 gangliosidosis?,diagnosis,conversational
What tests detect merkel cell carcinoma?,diagnosis,conversational
What tests detect pyruvate kinase deficiency?,diagnosis,conversational
What tests are needed to diagnose congenital sucrase-isomaltase deficiency?,diagnosis,conversational
How is human t-cell leukemia virus type 2 diagnosed?,diagnosis,conversational
What tests detect parsonage turner syndrome?,diagnosis,conversational
How is anaplastic astrocytoma diagnosed?,diagnosis,conversational
What tests are needed to diagnose iron-deficiency anemia?,diagnosis,conversational
How is pleurisy and other pleural disorders diagnosed?,diagnosis,conversational
What tests detect sleep apnea?,diagnosis,conversational
How is diffuse idiopathic skeletal hyperostosis diagnosed?,diagnosis,conversational
What tests are needed to diagnose what i need to know about hepatitis a?,diagnosis,conversational
How can I find out if I have olivopontocerebellar atrophy?,diagnosis,conversational
How is postural orthostatic tachycardia syndrome diagnosed?,diagnosis,conversational
What tests detect parasites - american trypanosomiasis (also known as chagas disease)?,diagnosis,conversational
What tests are needed to diagnose schistosomiasis?,diagnosis,conversational
What tests detect parasites - fascioliasis (fasciola infection)?,diagnosis,conversational
What tests detect konigsmark knox hussels syndrome?,diagnosis,conversational
How is neonatal progeroid syndrome diagnosed?,diagnosis,conversational
What tests detect erythromelalgia?,diagnosis,conversational
How is achalasia diagnosed?,diagnosis,conversational
How can I find out if I have bartter syndrome?,diagnosis,conversational
What tests detect kawasaki disease?,diagnosis,conversational
What tests detect chronic lymphocytic leukemia?,diagnosis,conversational
What tests detect adult central nervous system tumors?,diagnosis,conversational
How do doctors test for fibrolamellar carcinoma?,diagnosis,conversational
How do doctors test for glutaric acidemia type i?,diagnosis,conversational
What tests are needed to diagnose dry eye?,diagnosis,conversational
How do doctors test for human t-cell leukemia virus type 1?,diagnosis,conversational
What tests are needed to diagnose celiac disease?,diagnosis,conversational
How do doctors test for cryptogenic organizing pneumonia?,diagnosis,conversational
How can I find out if I have primary ciliary dyskinesia?,diagnosis,conversational
What tests are needed to diagnose cornelia de lange syndrome?,diagnosis,conversational
How do doctors test for hanhart syndrome?,diagnosis,conversational
How can I find out if I have cyclic vomiting syndrome?,diagnosis,conversational
How do doctors test for aceruloplasminemia?,diagnosis,conversational
How is cutaneous mastocytosis diagnosed?,diagnosis,conversational
How is mnire's disease diagnosed?,diagnosis,conversational
How can I find out if I have gilbert syndrome?,diagnosis,conversational
What tests detect prostate cancer?,diagnosis,conversational
What tests detect opitz g/bbb syndrome?,diagnosis,conversational
How is osteoporosis diagnosed?,diagnosis,conversational
How is 15q13.3 microdeletion syndrome diagnosed?,diagnosis,conversational
What tests detect childhood vascular tumors?,diagnosis,conversational
What tests are needed to diagnose ulcerative colitis?,diagnosis,conversational
What tests detect chronic hiccups?,diagnosis,conversational
How do doctors test for parasites - baylisascaris infection?,diagnosis,conversational
What tests are needed to diagnose cerebellar degeneration?,diagnosis,conversational
How do doctors test for sideroblastic anemia?,diagnosis,conversational
How is chondrocalcinosis 2 diagnosed?,diagnosis,conversational
What tests are needed to diagnose overweight and obesity?,diagnosis,conversational
How do doctors test for diverticular disease?,diagnosis,conversational
How do doctors test for multiple pterygium syndrome escobar type?,diagnosis,conversational
What tests are needed to diagnose holt-oram syndrome?,diagnosis,conversational
How can I find out if I have parasites - schistosomiasis?,diagnosis,conversational
What tests detect hematuria (blood in the urine)?,diagnosis,conversational
How do doctors test for pars planitis?,diagnosis,conversational
What tests detect amyotrophic lateral sclerosis?,diagnosis,conversational
What tests detect klebsiella infection?,diagnosis,conversational
How is anophthalmia plus syndrome diagnosed?,diagnosis,conversational
What tests detect ovarian low malignant potential tumors?,diagnosis,conversational
How do doctors test for mixed connective tissue disease?,diagnosis,conversational
How is parasites - trichuriasis (also known as whipworm infection) diagnosed?,diagnosis,conversational
What tests are needed to diagnose acute intermittent porphyria?,diagnosis,conversational
How do doctors test for waardenburg syndrome type 2?,diagnosis,conversational
How is branchiooculofacial syndrome diagnosed?,diagnosis,conversational
How is kidney stones in adults diagnosed?,diagnosis,conversational
What tests detect creutzfeldt-jakob disease?,diagnosis,conversational
What tests are needed to diagnose hemolytic anemia?,diagnosis,conversational
How do doctors test for schwartz jampel syndrome type 1?,diagnosis,conversational
How do doctors test for gastritis?,diagnosis,conversational
What tests detect hallermann-streiff syndrome?,diagnosis,conversational
What tests are needed to diagnose pseudohypoaldosteronism type 2?,diagnosis,conversational
How do doctors test for penile cancer?,diagnosis,conversational
What tests are needed to diagnose childhood nephrotic syndrome?,diagnosis,conversational
How do doctors test for hereditary sensory neuropathy type 1?,diagnosis,conversational
What tests detect peters plus syndrome?,diagnosis,conversational
How can I find out if I have stiff person syndrome?,diagnosis,conversational
How do doctors test for chronic myelogenous leukemia?,diagnosis,conversational
How is stargardt disease diagnosed?,diagnosis,conversational
How is familial osteochondritis dissecans diagnosed?,diagnosis,conversational
How can I find out if I have hypohidrotic ectodermal dysplasia?,diagnosis,conversational
How do doctors test for paget's disease of bone?,diagnosis,conversational
How is desmoplastic infantile ganglioglioma diagnosed?,diagnosis,conversational
How is rh incompatibility diagnosed?,diagnosis,conversational
How do doctors test for problems with taste?,diagnosis,conversational
What tests are needed to diagnose mycosis fungoides and the szary syndrome?,diagnosis,conversational
How do doctors test for langerhans cell histiocytosis?,diagnosis,conversational
What tests are needed to diagnose disseminated intravascular coagulation?,diagnosis,conversational
How can I find out if I have childhood liver cancer?,diagnosis,conversational
What tests detect lynch syndrome?,diagnosis,conversational
How can I find out if I have andersen-tawil syndrome?,diagnosis,conversational
What tests detect broken heart syndrome?,diagnosis,conversational
How is aplastic anemia diagnosed?,diagnosis,conversational
How is progressive bulbar palsy diagnosed?,diagnosis,conversational
How is non-classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency diagnosed?,diagnosis,conversational
What tests are needed to diagnose dextrocardia with situs inversus?,diagnosis,conversational
What tests detect parathyroid cancer?,diagnosis,conversational
How is childhood brain stem glioma diagnosed?,diagnosis,conversational
How do doctors test for leukemia?,diagnosis,conversational
What tests detect high blood cholesterol?,diagnosis,conversational
What tests detect glomerular diseases?,diagnosis,conversational
What tests are needed to diagnose lujo hemorrhagic fever (luhf)?,diagnosis,conversational
How can I find out if I have chronic myeloproliferative neoplasms?,diagnosis,conversational
What tests are needed to diagnose rheumatoid arthritis?,diagnosis,conversational
How is parasites - lymphatic filariasis diagnosed?,diagnosis,conversational
How do doctors test for cystic fibrosis?,diagnosis,conversational
How do doctors test for von willebrand disease?,diagnosis,conversational
How is fowler's syndrome diagnosed?,diagnosis,conversational
How do doctors test for irritable bowel syndrome in children?,diagnosis,conversational
What tests are needed to diagnose dual diagnosis?,diagnosis,conversational
What tests are needed to diagnose hashimoto's disease?,diagnosis,conversational
How is varicose veins diagnosed?,diagnosis,conversational
How do doctors test for diagnostic imaging?,diagnosis,conversational
What tests detect heart valve disease?,diagnosis,conversational
How can I find out if I have lymphocytic choriomeningitis (lcm)?,diagnosis,conversational
What tests detect amyloidosis corneal?,diagnosis,conversational
What tests are needed to diagnose what i need to know about crohn's disease?,diagnosis,conversational
What tests are needed to diagnose bronchiolitis obliterans organizing pneumonia?,diagnosis,conversational
What tests are needed to diagnose atrial fibrillation?,diagnosis,conversational
What tests are needed to diagnose medullary sponge kidney?,diagnosis,conversational
How can I find out if I have patent ductus arteriosus?,diagnosis,conversational
How is vulvar cancer diagnosed?,diagnosis,conversational
What tests are needed to diagnose parasites - angiostrongyliasis (also known as angiostrongylus infection)?,diagnosis,conversational
How do doctors test for intestinal pseudo-obstruction?,diagnosis,conversational
How can I find out if I have schwannomatosis?,diagnosis,conversational
What tests are needed to diagnose lafora disease?,diagnosis,conversational
How do doctors test for parkinson disease?,diagnosis,conversational
What tests are needed to diagnose 21-hydroxylase deficiency?,diagnosis,conversational
How is schimke immunoosseous dysplasia diagnosed?,diagnosis,conversational
How can I find out if I have parasites - taeniasis?,diagnosis,conversational
How is polycythemia vera diagnosed?,diagnosis,conversational
How can I find out if I have hemochromatosis?,diagnosis,conversational
What tests are needed to diagnose reticulohistiocytoma?,diagnosis,conversational
What tests are needed to diagnose aids-related lymphoma?,diagnosis,conversational
How can I find out if I have sickle cell disease?,diagnosis,conversational
How do doctors test for gestational trophoblastic disease?,diagnosis,conversational
How do doctors test for pierson syndrome?,diagnosis,conversational
What tests are needed to diagnose charcot-marie-tooth disease type 2f?,diagnosis,conversational
What tests are needed to diagnose bronchopulmonary dysplasia?,diagnosis,conversational
How is insulin resistance and prediabetes diagnosed?,diagnosis,conversational
What tests are needed to diagnose parasites - enterobiasis (also known as pinworm infection)?,diagnosis,conversational
How can I find out if I have overview of kidney disease in children?,diagnosis,conversational
How do doctors test for naegeli syndrome?,diagnosis,conversational
How do doctors test for stroke?,diagnosis,conversational
How is pancreatic neuroendocrine tumors (islet cell tumors) diagnosed?,diagnosis,conversational
"How do doctors test for ehlers-danlos syndrome, vascular type?",diagnosis,conversational
How do doctors test for gardner syndrome?,diagnosis,conversational
What tests detect holes in the heart?,diagnosis,conversational
How can I find out if I have breast cancer?,diagnosis,conversational
What tests detect parasites - zoonotic hookworm?,diagnosis,conversational
How do doctors test for respiratory failure?,diagnosis,conversational
How is obesity hypoventilation syndrome diagnosed?,diagnosis,conversational
How is hereditary multiple osteochondromas diagnosed?,diagnosis,conversational
How do doctors test for buschke ollendorff syndrome?,diagnosis,conversational
What tests are needed to diagnose juvenile huntington disease?,diagnosis,conversational
What tests detect parasites - toxocariasis (also known as roundworm infection)?,diagnosis,conversational
How do doctors test for diarrhea?,diagnosis,conversational
How is rickets diagnosed?,diagnosis,conversational
How is melanoma diagnosed?,diagnosis,conversational
What tests detect apert syndrome?,diagnosis,conversational
How can I find out if I have wolfram syndrome?,diagnosis,conversational
"Does usher syndrome, type 1c run in families?",genetics,conversational
Is tetrasomy 18p caused by genetics?,genetics,conversational
Does ewing sarcoma run in families?,genetics,conversational
Can I inherit congenital hemidysplasia with ichthyosiform erythroderma and limb defects?,genetics,conversational
What genes cause craniometaphyseal dysplasia?,genetics,conversational
What genes cause cone-rod dystrophy?,genetics,conversational
Can deoxyguanosine kinase deficiency be genetic?,genetics,conversational
Can I inherit hypomagnesemia with secondary hypocalcemia?,genetics,conversational
What genes cause pierson syndrome?,genetics,conversational
Is benign chronic pemphigus hereditary?,genetics,conversational
Does mitochondrial genetic disorders run in families?,genetics,conversational
Can medium-chain acyl-coenzyme a dehydrogenase deficiency be genetic?,genetics,conversational
Is spondylocarpotarsal synostosis syndrome caused by genetics?,genetics,conversational
"Can I inherit 17 alpha-hydroxylase/17,20-lyase deficiency?",genetics,conversational
Can rheumatoid arthritis be genetic?,genetics,conversational
What genes cause alport syndrome?,genetics,conversational
What genes cause kbg syndrome?,genetics,conversational
Is 1p36 deletion syndrome caused by genetics?,genetics,conversational
Is hirschsprung disease caused by genetics?,genetics,conversational
Is metachromatic leukodystrophy caused by genetics?,genetics,conversational
Is craniofacial microsomia caused by genetics?,genetics,conversational
Is rett syndrome caused by genetics?,genetics,conversational
Is desmoid tumor hereditary?,genetics,conversational
Does familial glucocorticoid deficiency run in families?,genetics,conversational
Can I inherit crouzon syndrome?,genetics,conversational
Can glycogen storage disease type i be genetic?,genetics,conversational
Is mandibuloacral dysplasia caused by genetics?,genetics,conversational
Does myofibrillar myopathy run in families?,genetics,conversational
What genes cause palmoplantar keratoderma with deafness?,genetics,conversational
"Does methemoglobinemia, beta-globin type run in families?",genetics,conversational
Is sjgren-larsson syndrome caused by genetics?,genetics,conversational
Can tetrasomy 18p be genetic?,genetics,conversational
Is pompe disease caused by genetics?,genetics,conversational
Does progressive osseous heteroplasia run in families?,genetics,conversational
What genes cause danon disease?,genetics,conversational
Does mitochondrial membrane protein-associated neurodegeneration run in families?,genetics,conversational
Is dystrophic epidermolysis bullosa caused by genetics?,genetics,conversational
Can I inherit paroxysmal extreme pain disorder?,genetics,conversational
Does tumor necrosis factor receptor-associated periodic syndrome run in families?,genetics,conversational
Can I inherit holt-oram syndrome?,genetics,conversational
Is hereditary multiple osteochondromas caused by genetics?,genetics,conversational
Does pulmonary alveolar microlithiasis run in families?,genetics,conversational
What genes cause short qt syndrome?,genetics,conversational
Is gaucher disease hereditary?,genetics,conversational
Is hyperphosphatemic familial tumoral calcinosis hereditary?,genetics,conversational
Can I inherit wagr syndrome?,genetics,conversational
Is maffucci syndrome caused by genetics?,genetics,conversational
Can I inherit smith-magenis syndrome?,genetics,conversational
Is thanatophoric dysplasia caused by genetics?,genetics,conversational
Is 6q24-related transient neonatal diabetes mellitus caused by genetics?,genetics,conversational
Is hajdu-cheney syndrome hereditary?,genetics,conversational
What genes cause hypercholesterolemia?,genetics,conversational
What genes cause chronic progressive external ophthalmoplegia?,genetics,conversational
Does schinzel-giedion syndrome run in families?,genetics,conversational
Can I inherit meesmann corneal dystrophy?,genetics,conversational
What genes cause galloway-mowat syndrome?,genetics,conversational
Can trisomy 18 be genetic?,genetics,conversational
Does uncombable hair syndrome run in families?,genetics,conversational
Does cornelia de lange syndrome run in families?,genetics,conversational
Is primary spontaneous pneumothorax hereditary?,genetics,conversational
Can I inherit congenital afibrinogenemia?,genetics,conversational
What genes cause congenital neuronal ceroid lipofuscinosis?,genetics,conversational
What genes cause erythromelalgia?,genetics,conversational
Is supravalvular aortic stenosis caused by genetics?,genetics,conversational
Does generalized arterial calcification of infancy run in families?,genetics,conversational
Can I inherit propionic acidemia?,genetics,conversational
Can I inherit familial encephalopathy with neuroserpin inclusion bodies?,genetics,conversational
Can I inherit xeroderma pigmentosum?,genetics,conversational
Is roberts syndrome caused by genetics?,genetics,conversational
Is rabson-mendenhall syndrome hereditary?,genetics,conversational
What genes cause peroxisomal acyl-coa oxidase deficiency?,genetics,conversational
"Can I inherit tk2-related mitochondrial dna depletion syndrome, myopathic form?",genetics,conversational
Is autosomal recessive congenital stationary night blindness caused by genetics?,genetics,conversational
Is snyder-robinson syndrome hereditary?,genetics,conversational
Is renal hypouricemia caused by genetics?,genetics,conversational
Can breast cancer be genetic?,genetics,conversational
Does myotonia congenita run in families?,genetics,conversational
What genes cause sjgren syndrome?,genetics,conversational
Is esophageal atresia/tracheoesophageal fistula caused by genetics?,genetics,conversational
Is rhizomelic chondrodysplasia punctata caused by genetics?,genetics,conversational
What genes cause nijmegen breakage syndrome?,genetics,conversational
Does 15q13.3 microdeletion run in families?,genetics,conversational
Can myd88 deficiency be genetic?,genetics,conversational
Is polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy hereditary?,genetics,conversational
Is shprintzen-goldberg syndrome caused by genetics?,genetics,conversational
Does leukocyte adhesion deficiency type 1 run in families?,genetics,conversational
Is progressive external ophthalmoplegia hereditary?,genetics,conversational
Is galactosemia hereditary?,genetics,conversational
Is fabry disease hereditary?,genetics,conversational
Can hepatic veno-occlusive disease with immunodeficiency be genetic?,genetics,conversational
Can mevalonate kinase deficiency be genetic?,genetics,conversational
Is factor v deficiency hereditary?,genetics,conversational
Can I inherit thrombotic thrombocytopenic purpura?,genetics,conversational
What genes cause optic atrophy type 1?,genetics,conversational
Can pdgfra-associated chronic eosinophilic leukemia be genetic?,genetics,conversational
Can I inherit celiac disease?,genetics,conversational
Can I inherit muenke syndrome?,genetics,conversational
Is congenital sucrase-isomaltase deficiency caused by genetics?,genetics,conversational
What genes cause retinitis pigmentosa?,genetics,conversational
"Is tk2-related mitochondrial dna depletion syndrome, myopathic form hereditary?",genetics,conversational
Is nonsyndromic paraganglioma caused by genetics?,genetics,conversational
Is behet disease caused by genetics?,genetics,conversational
Can I inherit caffey disease?,genetics,conversational
Can I inherit microvillus inclusion disease?,genetics,conversational
Can I inherit spinal and bulbar muscular atrophy?,genetics,conversational
Is hereditary hyperekplexia hereditary?,genetics,conversational
Is periventricular heterotopia hereditary?,genetics,conversational
Is keratoderma with woolly hair caused by genetics?,genetics,conversational
Is hereditary neuralgic amyotrophy caused by genetics?,genetics,conversational
Can cerebrotendinous xanthomatosis be genetic?,genetics,conversational
Can loeys-dietz syndrome be genetic?,genetics,conversational
Can I inherit chordoma?,genetics,conversational
Is hepatic lipase deficiency hereditary?,genetics,conversational
Is wolfram syndrome hereditary?,genetics,conversational
Is palmoplantar keratoderma with deafness caused by genetics?,genetics,conversational
What genes cause atelosteogenesis type 3?,genetics,conversational
Can I inherit genetic testing?,genetics,conversational
Can argininosuccinic aciduria be genetic?,genetics,conversational
What genes cause 1q21.1 microdeletion?,genetics,conversational
Is sialic acid storage disease hereditary?,genetics,conversational
Can x-linked chondrodysplasia punctata 2 be genetic?,genetics,conversational
Can I inherit merkel cell carcinoma?,genetics,conversational
Is chediak-higashi syndrome hereditary?,genetics,conversational
Can I inherit lennox-gastaut syndrome?,genetics,conversational
Is tracheobronchopathia osteoplastica caused by genetics?,genetics,conversational
What genes cause tourette syndrome?,genetics,conversational
What genes cause phosphoglycerate kinase deficiency?,genetics,conversational
What genes cause steatocystoma multiplex?,genetics,conversational
Does congenital leptin deficiency run in families?,genetics,conversational
Can I inherit beta-ketothiolase deficiency?,genetics,conversational
What genes cause 1p36 deletion syndrome?,genetics,conversational
Is carbamoyl phosphate synthetase i deficiency caused by genetics?,genetics,conversational
What genes cause huntington disease?,genetics,conversational
Can I inherit x-linked infantile nystagmus?,genetics,conversational
What genes cause eec syndrome?,genetics,conversational
Can I inherit corneal endothelial dystrophy type 2?,genetics,conversational
Is mecp2-related severe neonatal encephalopathy hereditary?,genetics,conversational
Is horner syndrome caused by genetics?,genetics,conversational
Can I inherit familial paroxysmal kinesigenic dyskinesia?,genetics,conversational
Can I inherit hand-foot-genital syndrome?,genetics,conversational
Does doyne honeycomb retinal dystrophy run in families?,genetics,conversational
Is adenosine monophosphate deaminase deficiency hereditary?,genetics,conversational
Is congenital insensitivity to pain caused by genetics?,genetics,conversational
Does mitochondrial genetic disorders run in families?,genetics,conversational
What genes cause allergic asthma?,genetics,conversational
